"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
140302,CHOCHOPE, 1 505, 1 539, 1 571, 1 613, 1 650
140303,ÍLLIMO, 9 374, 9 436, 9 472, 9 560, 9 623
140304,JAYANCA, 19 068, 19 575, 20 042, 20 310, 20 559
140305,MOCHUMI, 19 388, 19 596, 19 750, 20 146, 20 524
140306,MÓRROPE, 52 797, 54 514, 56 131, 57 002, 57 818
140307,MOTUPE, 32 001, 33 008, 33 952, 34 752, 35 523
140308,OLMOS, 51 892, 53 834, 55 691, 56 552, 57 359
140309,PACORA, 8 434, 8 641, 8 829, 9 070, 9 292
140310,SALAS, 13 428, 13 522, 13 577, 13 708, 13 801
140311,SAN JOSÉ, 16 631, 17 206, 17 754, 18 284, 18 801
140312,TÚCUME, 23 547, 23 915, 24 221, 24 667, 25 048
,,,,,,
150000,LIMA ,10 180 641,10 416 139,10 628 470,10 814 450,10 986 006
,,,,,,
150100,LIMA METROPOLITANA,9 256 429,9 476 975,9 674 755,9 846 795,10 004 141
150101,LIMA, 271 324, 269 769, 267 379, 267 199, 266 887
150102,ANCÓN  , 70 294, 76 357, 82 677, 87 091, 91 478
150103,ATE, 633 470, 652 900, 670 818, 687 615, 702 815
150104,BARRANCO, 35 467, 35 745, 35 915, 36 200, 36 467
150105,BREÑA, 90 920, 92 153, 93 111, 94 209, 95 187
150106,CARABAYLLO, 361 168, 380 890, 400 414, 412 234, 423 894
150107,CHACLACAYO, 43 503, 43 897, 44 157, 44 634, 45 091
150108,CHORRILLOS, 342 762, 349 855, 355 978, 361 907, 367 099
150109,CIENEGUILLA, 36 509, 37 815, 39 055, 39 633, 40 193
150110,COMAS, 557 093, 566 314, 573 884, 581 036, 586 914
150111,EL AGUSTINO, 213 968, 218 277, 221 974, 225 749, 229 426
150112,INDEPENDENCIA, 219 569, 221 551, 222 850, 225 536, 228 121
150113,JESÚS MARÍA, 78 791, 80 377, 81 743, 82 842, 83 904
150114,LA MOLINA, 154 950, 157 820, 160 244, 162 761, 165 020
150115,LA VICTORIA, 188 588, 188 900, 188 619, 189 152, 189 594
150116,LINCE, 58 668, 59 213, 59 578, 60 647, 61 689
150117,LOS OLIVOS, 345 159, 349 100, 351 983, 355 528, 358 910
150118,LURIGANCHO, 260 050, 271 822, 283 231, 293 377, 302 599
150119,LURÍN, 99 924, 104 770, 109 506, 111 789, 114 024
150120,MAGDALENA DEL MAR, 62 406, 63 856, 65 139, 66 464, 67 761
150121,PUEBLO LIBRE, 90 244, 92 250, 94 010, 95 809, 97 568
150122,MIRAFLORES, 104 334, 106 735, 108 855, 111 202, 113 503
150123,PACHACAMAC, 126 129, 134 104, 142 133, 147 228, 152 268
150124,PUCUSANA, 15 421, 16 032, 16 615, 17 142, 17 620
150125,PUENTE PIEDRA  , 362 799, 379 550, 395 819, 404 081, 412 174
150126,PUNTA HERMOSA, 17 876, 19 966, 22 230, 22 855, 23 470
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
150127,PUNTA NEGRA, 7 652, 7 955, 8 243, 8 531, 8 808
150128,RÍMAC, 178 962, 179 892, 180 260, 181 613, 182 882
150129,SAN BARTOLO, 8 147, 8 442, 8 722, 9 003, 9 273
150130,SAN BORJA, 122 913, 125 183, 127 102, 129 095, 130 882
150131,SAN ISIDRO, 65 861, 66 878, 67 703, 68 604, 69 409
150132,SAN JUAN DE LURIGANCHO,1 123 889,1 152 258,1 177 629,1 203 125,1 225 092
150133,SAN JUAN DE MIRAFLORES, 402 989, 408 538, 412 865, 417 800, 422 197
150134,SAN LUIS, 55 410, 55 688, 55 793, 56 068, 56 302
150135,SAN MARTÍN DE PORRES, 712 545, 729 268, 744 050, 758 216, 770 725
150136,SAN MIGUEL, 164 836, 169 282, 173 309, 177 164, 180 647
150137,SANTA ANITA, 214 625, 218 514, 221 776, 224 893, 227 530
150138,SANTA MARÍA DEL MAR, 1 067, 1 106, 1 142, 1 180, 1 216
150139,SANTA ROSA, 31 021, 34 361, 37 940, 40 030, 42 107
150140,SANTIAGO DE SURCO, 385 178, 397 082, 408 086, 414 142, 420 016
150141,SURQUILLO, 98 159, 99 397, 100 339, 101 448, 102 434
150142,VILLA EL SALVADOR, 415 391, 420 278, 423 887, 428 276, 432 170
150143,VILLA MARÍA DEL TRIUNFO, 426 398, 432 835, 437 992, 443 687, 448 775
,,,,,,
,DEPARTAMENTO DE LIMA, 924 212, 939 164, 953 715, 967 655, 981 865
150200,BARRANCA, 146 745, 148 962, 151 095, 153 054, 155 025
150201,BARRANCA, 69 686, 70 971, 72 221, 73 423, 74 630
150202,PARAMONGA, 22 056, 22 007, 21 938, 21 783, 21 633
150203,PATIVILCA, 17 638, 17 797, 17 941, 18 055, 18 171
150204,SUPE, 24 382, 24 930, 25 470, 26 090, 26 709
150205,SUPE PUERTO, 12 983, 13 257, 13 525, 13 703, 13 882
150300,CAJATAMBO, 6 552, 6 444, 6 332, 6 239, 6 152
150301,CAJATAMBO, 2 050, 2 004, 1 956, 1 927, 1 899
150302,COPA,  860,  854,  847,  837,  827
150303,GORGOR, 1 687, 1 650, 1 612, 1 585, 1 559
150304,HUANCAPÓN,  975,  960,  945,  927,  911
150305,MANAS,  980,  976,  972,  963,  956
150400,CANTA, 11 762, 11 682, 11 593, 11 520, 11 449
150401,CANTA, 2 333, 2 291, 2 247, 2 234, 2 222
150402,ARAHUAY,  601,  596,  591,  583,  574
150403,HUAMANTANGA,  688,  661,  637,  629,  621
150404,HUAROS,  778,  770,  761,  755,  749
150405,LACHAQUI,  890,  886,  880,  871,  862
150406,SAN BUENAVENTURA,  576,  585,  595,  600,  604
150407,SANTA ROSA DE QUIVES, 5 896, 5 893, 5 882, 5 848, 5 817
150500,CAÑETE, 239 410, 244 950, 250 420, 255 669, 261 008
150501,SAN VICENTE DE CAÑETE, 56 582, 57 964, 59 323, 60 905, 62 496
150502,ASIA, 9 822, 10 249, 10 686, 10 916, 11 148
150503,CALANGO, 2 359, 2 385, 2 409, 2 420, 2 431
150504,CERRO AZUL, 8 264, 8 453, 8 637, 9 031, 9 424
150505,CHILCA, 21 659, 22 605, 23 568, 24 436, 25 335
150506,COAYLLO, 1 028, 1 034, 1 039, 1 060, 1 082
150507,IMPERIAL, 37 887, 38 239, 38 559, 38 921, 39 293
150508,LUNAHUANA, 4 121, 4 103, 4 082, 4 044, 4 008
150509,MALA, 32 417, 33 062, 33 688, 34 259, 34 836
150510,NUEVO IMPERIAL, 26 279, 27 242, 28 216, 29 063, 29 934
150511,PACARÁN, 1 669, 1 677, 1 684, 1 698, 1 713
150512,QUILMANÁ, 15 654, 15 944, 16 225, 16 418, 16 614
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
150513,SAN ANTONIO, 4 408, 4 513, 4 616, 4 696, 4 777
150514,SAN LUIS, 12 852, 13 012, 13 163, 13 242, 13 322
150515,SANTA CRUZ DE FLORES, 3 049, 3 118, 3 186, 3 237, 3 290
150516,ZÚÑIGA, 1 360, 1 350, 1 339, 1 323, 1 305
150600,HUARAL, 187 446, 190 954, 194 375, 197 592, 200 847
150601,HUARAL, 101 299, 103 183, 105 011, 106 821, 108 647
150602,ATAVILLOS ALTO,  692,  675,  657,  649,  641
150603,ATAVILLOS BAJO,  895,  865,  835,  818,  802
150604,AUCALLAMA, 20 073, 20 599, 21 121, 21 647, 22 181
150605,CHANCAY, 58 385, 59 594, 60 774, 61 716, 62 668
150606,IHUARI, 2 089, 2 052, 2 015, 1 978, 1 941
150607,LAMPIAN,  336,  324,  313,  304,  295
150608,PACARAOS, 1 091, 1 137, 1 184, 1 232, 1 283
150609,SAN MIGUEL DE ACOS,  647,  642,  636,  631,  624
150610,SANTA CRUZ DE ANDAMARCA,  807,  788,  769,  752,  736
150611,SUMBILCA,  726,  698,  671,  664,  658
150612,VEINTISIETE DE NOVIEMBRE,  406,  397,  389,  380,  371
150700,HUAROCHIRÍ, 63 318, 62 871, 62 381, 61 974, 61 586
150701,MATUCANA, 4 095, 4 057, 4 014, 3 981, 3 949
150702,ANTIOQUIA, 1 256, 1 246, 1 232, 1 209, 1 187
150703,CALLAHUANCA,  777,  718,  666,  649,  632
150704,CARAMPOMA,  334,  322,  312,  308,  303
150705,CHICLA, 3 667, 3 439, 3 222, 3 095, 2 971
150706,CUENCA,  453,  460,  466,  468,  470
150707,HUACHUPAMPA,  582,  543,  509,  501,  493
150708,HUANZA,  836,  784,  736,  723,  711
150709,HUAROCHIRÍ, 1 307, 1 282, 1 256, 1 224, 1 194
150710,LAHUAYTAMBO,  628,  610,  593,  573,  556
150711,LANGA,  879,  863,  847,  826,  806
150712,LARAOS,  639,  605,  573,  558,  542
150713,MARIATANA, 1 416, 1 415, 1 411, 1 399, 1 387
150714,RICARDO PALMA, 6 504, 6 573, 6 631, 6 664, 6 699
150715,SAN ANDRÉS DE TUPICOCHA, 1 339, 1 331, 1 321, 1 291, 1 261
150716,SAN ANTONIO, 5 736, 5 845, 5 948, 5 992, 6 032
150717,SAN BARTOLOMÉ, 1 171, 1 125, 1 080, 1 060, 1 041
150718,SAN DAMIÁN, 1 185, 1 159, 1 132, 1 110, 1 089
150719,SAN JUAN DE IRIS,  683,  659,  635,  629,  623
150720,SAN JUAN DE TANTARANCHE,  366,  357,  346,  339,  333
150721,SAN LORENZO DE QUINTI, 1 202, 1 165, 1 128, 1 111, 1 095
150722,SAN MATEO, 4 115, 4 018, 3 918, 3 870, 3 823
150723,SAN MATEO DE OTAO, 1 413, 1 379, 1 343, 1 313, 1 285
150724,SAN PEDRO DE CASTA,  937,  916,  893,  872,  851
150725,SAN PEDRO DE HUANCAYRE,  209,  204,  200,  194,  189
150726,SANGALLAYA,  643,  640,  636,  628,  620
150727,SANTA CRUZ DE COCACHACRA, 2 589, 2 617, 2 642, 2 644, 2 645
150728,SANTA EULALIA, 12 916, 13 124, 13 305, 13 397, 13 490
150729,SANTIAGO DE ANCHUCAYA,  313,  299,  287,  278,  269
150730,SANTIAGO DE TUNA,  415,  399,  384,  368,  353
150731,SANTO DOMINGO DE LOS OLLEROS, 3 272, 3 306, 3 336, 3 350, 3 365
150732,SURCO, 1 441, 1 411, 1 379, 1 350, 1 322
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
150800,HUAURA, 230 957, 235 880, 240 717, 245 323, 249 997
150801,HUACHO, 65 794, 67 213, 68 599, 70 366, 72 159
150802,AMBAR, 2 151, 2 107, 2 062, 2 027, 1 991
150803,CALETA DE CARQUÍN, 7 977, 8 233, 8 491, 8 802, 9 126
150804,CHECRAS,  924,  888,  852,  842,  832
150805,HUALMAY, 27 913, 28 163, 28 388, 28 759, 29 126
150806,HUAURA, 35 129, 35 707, 36 259, 37 005, 37 758
150807,LEONCIO PRADO, 1 930, 1 933, 1 932, 1 944, 1 957
150808,PACCHO, 1 566, 1 534, 1 502, 1 478, 1 454
150809,SANTA LEONOR,  767,  766,  768,  776,  786
150810,SANTA MARÍA, 36 920, 38 124, 39 330, 39 829, 40 340
150811,SAYÁN, 23 793, 24 094, 24 378, 24 788, 25 199
150812,VEGUETA, 26 093, 27 118, 28 156, 28 707, 29 269
150900,OYÓN, 17 478, 17 313, 17 137, 16 990, 16 852
150901,OYÓN, 11 957, 11 933, 11 903, 11 882, 11 863
150902,ANDAJES,  545,  517,  491,  470,  447
150903,CAUJUL,  568,  547,  524,  505,  486
150904,COCHAMARCA, 1 080, 1 054, 1 027, 1 003,  982
150905,NAVÁN,  852,  840,  825,  812,  801
150906,PACHANGARA, 2 476, 2 422, 2 367, 2 318, 2 273
151000,YAUYOS, 20 544, 20 108, 19 665, 19 294, 18 949
151001,YAUYOS, 1 432, 1 353, 1 276, 1 238, 1 200
151002,ALIS, 1 481, 1 479, 1 477, 1 475, 1 474
151003,AYAUCA, 1 153, 1 111, 1 070, 1 034,  999
151004,AYAVIRI,  548,  533,  518,  505,  491
151005,AZÁNGARO,  435,  423,  411,  400,  389
151006,CACRA,  524,  523,  522,  522,  522
151007,CARANIA,  167,  160,  153,  148,  142
151008,CATAHUASI, 1 073, 1 074, 1 072, 1 067, 1 063
151009,CHOCOS,  809,  790,  770,  753,  736
151010,COCHAS,  224,  219,  213,  209,  205
151011,COLONIA, 1 135, 1 112, 1 088, 1 067, 1 049
151012,HONGOS,  334,  327,  319,  312,  307
151013,HUAMPARA,  151,  145,  137,  131,  127
151014,HUANCAYA,  574,  547,  521,  497,  474
151015,HUANGASCAR,  649,  650,  648,  644,  642
151016,HUANTAN,  932,  938,  943,  943,  945
151017,HUAÑEC,  444,  442,  441,  441,  441
151018,LARAOS,  570,  546,  522,  501,  481
151019,LINCHA,  457,  436,  416,  396,  379
151020,MADEAN,  572,  553,  536,  520,  504
151021,MIRAFLORES,  238,  225,  212,  202,  191
151022,OMAS,  621,  620,  617,  616,  615
151023,PUTINZA,  505,  512,  517,  521,  526
151024,QUINCHES,  620,  591,  562,  536,  510
151025,QUINOCAY,  439,  427,  415,  402,  392
151026,SAN JOAQUÍN,  170,  163,  156,  151,  146
151027,SAN PEDRO DE PILAS,  286,  277,  268,  259,  251
151028,TANTA,  501,  502,  503,  504,  505
151029,TAURIPAMPA,  501,  496,  490,  486,  481
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
151030,TOMÁS,  542,  512,  484,  460,  436
151031,TUPE,  512,  501,  490,  481,  472
151032,VIÑAC, 1 643, 1 634, 1 624, 1 613, 1 606
151033,VITIS,  302,  287,  274,  260,  248
,,,,,,
160000,LORETO,1 000 350,1 015 212,1 027 559,1 037 055,1 044 884
160100,MAYNAS, 537 282, 544 615, 550 551, 555 472, 559 603
160101,IQUITOS  , 162 450, 163 209, 163 502, 163 849, 164 196
160102,ALTO NANAY  , 3 155, 3 219, 3 277, 3 328, 3 372
160103,FERNANDO LORES, 14 935, 14 627, 14 284, 13 931, 13 577
160104,INDIANA, 11 768, 11 760, 11 717, 11 670, 11 604
160105,LAS AMAZONAS, 8 790, 8 680, 8 546, 8 403, 8 249
160106,MAZÁN, 13 898, 14 014, 14 091, 14 128, 14 164
160107,NAPO, 17 106, 17 379, 17 605, 17 813, 17 988
160108,PUNCHANA, 86 608, 87 876, 88 908, 89 838, 90 609
160110,TORRES CAUSANA , 5 015, 5 045, 5 061, 5 065, 5 068
160112,BELÉN, 70 503, 70 855, 71 005, 71 084, 71 162
160113,SAN JUAN BAUTISTA, 143 054, 147 951, 152 555, 156 363, 159 614
160200,ALTO AMAZONAS, 141 129, 145 646, 149 892, 152 671, 155 236
160201,YURIMAGUAS, 96 151, 100 176, 104 052, 106 557, 108 870
160202,BALSAPUERTO, 16 426, 16 738, 17 006, 17 190, 17 360
160205,JEBEROS, 4 570, 4 620, 4 658, 4 686, 4 712
160206,LAGUNAS, 13 594, 13 658, 13 684, 13 713, 13 739
160210,SANTA CRUZ, 4 235, 4 260, 4 273, 4 285, 4 296
160211,TENIENTE CÉSAR LÓPEZ ROJAS, 6 153, 6 194, 6 219, 6 240, 6 259
160300,LORETO, 69 997, 71 040, 71 904, 72 698, 73 271
160301,NAUTA, 32 622, 33 114, 33 520, 33 911, 34 208
160302,PARINARI  , 6 416, 6 355, 6 276, 6 182, 6 081
160303,TIGRE, 7 509, 7 549, 7 568, 7 597, 7 622
160304,TROMPETEROS, 10 126, 10 466, 10 789, 11 071, 11 281
160305,URARINAS   , 13 324, 13 556, 13 751, 13 937, 14 079
160400,MARISCAL RAMÓN CASTILLA, 58 295, 58 842, 59 232, 59 664, 59 953
160401,RAMÓN CASTILLA, 22 883, 23 378, 23 811, 24 266, 24 655
160402,PEBAS, 12 808, 12 771, 12 700, 12 637, 12 538
160403,YAVARI, 10 040, 10 054, 10 041, 10 033, 9 998
160404,SAN PABLO, 12 564, 12 639, 12 680, 12 728, 12 762
160500,REQUENA, 64 419, 64 527, 64 459, 64 326, 64 100
160501,REQUENA, 27 624, 27 856, 28 008, 28 131, 28 209
160502,ALTO TAPICHE, 1 673, 1 654, 1 631, 1 605, 1 579
160503,CAPELO, 2 607, 2 514, 2 417, 2 322, 2 224
160504,EMILIO SAN MARTÍN, 6 851, 6 865, 6 859, 6 844, 6 821
160505,MAQUIA, 8 523, 8 608, 8 669, 8 720, 8 758
160506,PUINAHUA, 4 709, 4 670, 4 617, 4 561, 4 498
160507,SAQUENA, 3 426, 3 344, 3 256, 3 167, 3 074
160508,SOPLIN   ,  680,  688,  695,  702,  706
160509,TAPICHE,  964,  959,  952,  944,  934
160510,JENARO HERRERA, 5 084, 5 095, 5 092, 5 082, 5 065
160511,YAQUERANA   , 2 278, 2 274, 2 263, 2 248, 2 232
160600,UCAYALI, 62 145, 62 395, 62 477, 62 694, 62 821
160601,CONTAMANA, 27 376, 27 856, 28 258, 28 648, 28 991
160602,INAHUAYA, 1 793, 1 768, 1 739, 1 718, 1 698
160603,PADRE MARQUEZ, 3 766, 3 637, 3 503, 3 372, 3 239
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
160604,PAMPA HERMOSA, 6 353, 6 286, 6 200, 6 144, 6 078
160605,SARAYACU, 15 226, 15 251, 15 234, 15 288, 15 320
160606,VARGAS GUERRA, 7 631, 7 597, 7 543, 7 524, 7 495
160700,DATEM DEL MARAÑÓN , 57 886, 58 949, 59 870, 60 389, 60 822
160701,BARRANCA, 15 214, 15 600, 15 950, 16 155, 16 355
160702,CAHUAPANAS, 7 749, 7 857, 7 942, 8 002, 8 052
160703,MANSERICHE, 9 378, 9 428, 9 451, 9 482, 9 506
160704,MORONA, 4 811, 4 690, 4 557, 4 457, 4 355
160705,PASTAZA, 6 164, 6 176, 6 170, 6 151, 6 129
160706,ANDOAS , 14 570, 15 198, 15 800, 16 142, 16 425
160800,PUTUMAYO   , 9 197, 9 198, 9 174, 9 141, 9 078
160801,PUTUMAYO    , 4 297, 4 346, 4 384, 4 422, 4 452
160802,ROSA PANDURO ,  612,  615,  615,  612,  608
160803,TENIENTE MANUEL CLAVERO , 2 797, 2 710, 2 616, 2 518, 2 408
160804,YAGUAS , 1 491, 1 527, 1 559, 1 589, 1 610
,,,,,,
170000,MADRE DE DIOS, 161 324, 167 674, 173 811, 179 688, 185 478
170100,TAMBOPATA, 128 119, 134 228, 140 214, 145 923, 151 561
170101,TAMBOPATA, 92 732, 96 463, 100 011, 103 413, 106 751
170102,INAMBARI   , 13 742, 14 442, 15 132, 15 810, 16 494
170103,LAS PIEDRAS  , 15 412, 16 939, 18 553, 20 064, 21 575
170104,LABERINTO, 6 233, 6 384, 6 518, 6 636, 6 741
170200,MANU, 21 016, 21 096, 21 118, 21 163, 21 200
170201,MANU   , 2 425, 2 403, 2 373, 2 334, 2 302
170202,FITZCARRALD   , 1 504, 1 528, 1 547, 1 557, 1 570
170203,MADRE DE DIOS   , 7 012, 6 790, 6 553, 6 453, 6 363
170204,HUEPETUHE, 10 075, 10 375, 10 645, 10 819, 10 965
170300,TAHUAMANU, 12 189, 12 350, 12 479, 12 602, 12 717
170301,IÑAPARI, 2 833, 3 030, 3 227, 3 311, 3 393
170302,IBERIA, 5 995, 5 900, 5 784, 5 741, 5 696
170303,TAHUAMANU, 3 361, 3 420, 3 468, 3 550, 3 628
,,,,,,
180000,MOQUEGUA, 186 371, 189 781, 192 740, 195 185, 197 337
180100,MARISCAL NIETO, 91 355, 93 569, 95 551, 96 788, 97 917
180101,MOQUEGUA 16/, 70 388, 72 538, 74 486, 47 073, 47 754
180102,CARUMAS, 2 453, 2 322, 2 197, 2 177, 2 152
180103,CUCHUMBAYA,  794,  756,  723,  703,  685
180104,SAMEGUA, 9 229, 9 528, 9 804, 9 960, 10 104
180105,SAN CRISTÓBAL, 1 752, 1 668, 1 588, 1 533, 1 481
180106,TORATA, 6 739, 6 757, 6 753, 6 750, 6 736
180107,SAN ANTONIO 16/,Creado 2021,Creado 2021,Creado 2021, 28 592, 29 005
180200,GENERAL SÁNCHEZ CERRO, 15 828, 15 175, 14 503, 14 036, 13 614
180201,OMATE, 3 272, 3 198, 3 117, 3 056, 3 002
180202,CHOJATA,  716,  644,  576,  548,  520
180203,COALAQUE, 1 024,  996,  965,  945,  926
180204,ICHUÑA, 3 199, 3 111, 3 014, 2 950, 2 893
180205,LA CAPILLA,  656,  600,  547,  504,  467
180206,LLOQUE,  584,  538,  493,  460,  431
180207,MATALAQUE,  471,  436,  402,  378,  355
180208,PUQUINA, 2 615, 2 568, 2 512, 2 472, 2 436
180209,QUINISTAQUILLAS,  547,  513,  480,  453,  430
180210,UBINAS, 1 822, 1 697, 1 574, 1 485, 1 404
180211,YUNGA,  922,  874,  823,  785,  750
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
180300,ILO, 79 188, 81 037, 82 686, 84 361, 85 806
180301,ILO, 70 065, 70 640, 70 753, 71 354, 71 753
180302,EL ALGARROBAL, 4 414, 5 690, 7 257, 8 355, 9 437
180303,PACOCHA, 4 709, 4 707, 4 676, 4 652, 4 616
,,,,,,
190000,PASCO, 271 704, 272 157, 271 904, 270 842, 269 296
190100,PASCO, 128 446, 126 971, 125 164, 123 349, 121 446
190101,CHAUPIMARCA, 27 258, 27 139, 26 924, 26 714, 26 481
190102,HUACHÓN, 4 625, 4 621, 4 601, 4 581, 4 557
190103,HUARIACA, 7 125, 7 037, 6 925, 6 817, 6 703
190104,HUAYLLAY, 9 688, 9 585, 9 451, 9 320, 9 182
190105,NINACACA, 4 111, 4 132, 4 137, 4 140, 4 144
190106,PALLANCHACRA, 1 763, 1 655, 1 551, 1 446, 1 344
190107,PAUCARTAMBO, 11 189, 10 520, 9 858, 9 193, 8 528
190108,SAN FCO.DE ASIS DE YARUSYAC, 4 512, 4 155, 3 818, 3 477, 3 144
190109,SIMON BOLÍVAR, 12 940, 12 846, 12 708, 12 573, 12 428
190110,TICLACAYAN, 3 301, 3 069, 2 847, 2 624, 2 404
190111,TINYAHUARCO, 7 090, 7 196, 7 278, 7 355, 7 421
190112,VICCO, 3 617, 3 714, 3 802, 3 884, 3 959
190113,YANACANCHA, 31 227, 31 302, 31 264, 31 225, 31 151
190200,DANIEL ALCIDES CARRIÓN, 46 193, 46 248, 46 179, 45 859, 45 421
190201,YANAHUANCA, 11 908, 11 718, 11 495, 11 210, 10 898
190202,CHACAYAN, 2 054, 1 935, 1 820, 1 702, 1 588
190203,GOYLLARISQUIZGA, 1 572, 1 509, 1 445, 1 375, 1 305
190204,PÁUCAR, 1 845, 1 815, 1 779, 1 734, 1 685
190205,SAN PEDRO DE PILLAO, 1 425, 1 403, 1 377, 1 345, 1 308
190206,SANTA ANA DE TUSI, 22 929, 23 495, 23 986, 24 326, 24 580
190207,TÁPUC, 2 395, 2 288, 2 180, 2 065, 1 952
190208,VILCABAMBA, 2 065, 2 085, 2 097, 2 102, 2 105
190300,OXAPAMPA, 97 065, 98 938, 100 561, 101 634, 102 429
190301,OXAPAMPA, 16 703, 17 006, 17 255, 17 466, 17 643
190302,CHONTABAMBA, 5 803, 6 110, 6 412, 6 615, 6 773
190303,HUANCABAMBA, 6 921, 6 986, 7 028, 7 078, 7 123
190304,PALCAZU, 8 211, 8 156, 8 076, 7 987, 7 902
190305,POZUZO, 4 990, 4 789, 4 580, 4 377, 4 174
190306,PUERTO BERMÚDEZ, 20 091, 20 825, 21 511, 22 000, 22 387
190307,VILLA RICA, 18 711, 18 692, 18 610, 18 534, 18 466
190308,CONSTITUCIÓN , 15 635, 16 374, 17 089, 17 577, 17 961
,,,,,,
200000,PIURA,1 974 368,2 013 517,2 047 954,2 077 039,2 103 099
200100,PIURA, 850 972, 873 854, 894 847, 912 742, 929 063
200101,PIURA, 169 213, 173 672, 177 748, 181 371, 184 732
200104,CASTILLA, 172 060, 178 066, 183 759, 188 678, 193 225
200105,CATACAOS, 78 209, 79 681, 80 950, 81 972, 82 839
200107,CURA MORI, 19 471, 19 794, 20 065, 20 273, 20 441
200108,EL TALLAN, 5 544, 5 594, 5 628, 5 634, 5 643
200109,LA ARENA, 40 018, 40 706, 41 286, 41 736, 42 102
200110,LA UNIÓN, 42 785, 43 624, 44 355, 44 954, 45 471
200111,LAS LOMAS, 28 769, 29 047, 29 241, 29 290, 29 345
200114,TAMBO GRANDE, 118 814, 121 568, 124 028, 126 126, 128 004
200115,VEINTISÉIS DE OCTUBRE , 176 089, 182 102, 187 787, 192 708, 197 261
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
200200,AYABACA, 128 906, 128 500, 127 737, 127 146, 126 550
200201,AYABACA, 33 649, 33 313, 32 889, 32 525, 32 156
200202,FRIAS, 21 551, 21 490, 21 370, 21 287, 21 201
200203,JILILI, 2 708, 2 695, 2 675, 2 659, 2 642
200204,LAGUNAS, 5 919, 5 876, 5 816, 5 768, 5 719
200205,MONTERO, 6 713, 6 680, 6 628, 6 587, 6 547
200206,PACAIPAMPA, 23 418, 23 373, 23 262, 23 194, 23 119
200207,PAIMAS, 10 227, 10 319, 10 382, 10 463, 10 542
200208,SAPILLICA, 11 039, 11 068, 11 065, 11 022, 10 994
200209,SICCHEZ, 1 723, 1 685, 1 642, 1 604, 1 567
200210,SUYO, 11 959, 12 001, 12 008, 12 037, 12 063
200300,HUANCABAMBA, 118 992, 118 927, 118 533, 118 232, 117 899
200301,HUANCABAMBA, 29 452, 29 490, 29 446, 29 424, 29 395
200302,CANCHAQUE, 7 798, 7 723, 7 628, 7 539, 7 449
200303,EL CARMEN DE LA FRONTERA, 11 892, 11 860, 11 797, 11 743, 11 685
200304,HUARMACA, 37 658, 37 627, 37 489, 37 380, 37 259
200305,LALAQUIZ, 4 302, 4 247, 4 181, 4 119, 4 057
200306,SAN MIGUEL DE EL FAIQUE, 9 315, 9 369, 9 395, 9 429, 9 461
